fid,NO,NAME,Признак 1,Признак 2,Признак 3,Признак 4,Признак 5,Признак 6,Признак 7,Признак 8,Признак 9,Признак 10,Признак 11,Признак 12,Признак 13,Признак 14,Признак 15,Признак 16,Признак 17,Признак 18,Признак 19,Признак 20,Признак 21,Признак 22,x,y
879,1040901,Метрогородок,415,399,5,11,0,0,701,0,0,701,0,99,21728,63589,0,3084,1215,4.90145457384219,12143.25,2467,0.1,0.0831607946475933,4197519,7513325
880,1040902,Метрогородок,35,35,0,0,0,0,0,0,0,0,0,120,8324,1600,966,930,1121,3.94903548515456,3168,687,0.354,0.290791180285344,4198809,7513884
881,1040903,Метрогородок,162,94,4,64,0,0,0,0,0,0,0,94,11858,1550,1462,1536,1718,2.03472104569503,0,1334,0,1.28785607196402,4200283,7514779
882,1040904,Метрогородок,854,833,0,21,0,0,0,0,0,0,0,81,12245,2604,672,5610,1607,6.32643689817535,6862.158,1299,0.234,0.19690833090108,4198308,7514436
883,1040905,Метрогородок,154,121,3,30,0,0,0,0,0,0,0,235,15219,63617,0,2334,389,7.42786301812372,232,2378,1.677,0.14904214559387,4196351,7514182
884,1040906,Метрогородок,626,626,0,0,0,0,0,0,0,0,0,0,12061,1697,1101,3756,1727,3.94823287277111,4853.25,563,0.356,0.318855296561274,4198810,7515933
885,1040907,Метрогородок,1070,1034,3,33,0,0,400,0,0,400,0,0,15529,1496,1269,6420,2739,7.00870956617737,9315,1356,0.294,0.256676974978915,4198022,7515188
886,1040908,Метрогородок,882,847,5,30,0,0,520,0,0,520,0,101,18100,2295,1651,5898,3154,3.0867009764428,8084.25,1093,0.39,0.343675937780926,4199381,7515389
887,1040909,Метрогородок,124,114,0,10,0,0,0,0,0,0,0,123,145017,72114,11904,1482,12151,2.39292325719342,2,4151,6075.5,2.92583674452203,4196048,7519546
888,1040910,Метрогородок,81,47,4,30,0,0,0,0,0,0,0,38,15061,63836,0,714,119,5.84556723019458,4176,1475,0.028,0.021058219784109,4194493,7515537
889,1041001,Новогиреево,431,271,0,160,0,0,0,0,0,0,0,77,7694,3625,170,3048,678,10,4081.5,733,0.166,0.140824592377194,4204709,7500360
890,1041002,Новогиреево,322,65,0,257,0,0,0,0,0,0,0,0,7590,2165,582,1932,904,5.20359357341554,117,1490,7.726,0.562538892345986,4201278,7498204
891,1041003,Новогиреево,492,472,3,17,0,0,0,0,0,0,0,12,9618,3980,436,3024,940,6.77984217304397,3440,807,0.273,0.221332705439133,4204391,7499581
892,1041004,Новогиреево,1463,1094,7,350,10,2,0,0,0,0,0,38,27031,5865,2027,9006,3528,10,12120.75,2114,0.291,0.247844184126873,4205542,7499969
893,1041005,Новогиреево,100,35,7,58,0,0,0,0,0,0,0,90,10179,2152,1148,1140,1338,6.08110962737832,2261.25,1204,0.592,0.386119327609841,4204676,7501851
894,1041006,Новогиреево,470,469,1,0,0,0,0,0,0,0,0,128,15201,3198,1402,3588,2000,8.55570877507983,4266,1551,0.469,0.343819838404676,4203067,7498930
895,1041007,Новогиреево,712,613,3,96,0,0,0,0,0,0,0,55,8978,2691,281,4602,1048,6.54039709177929,5139,1043,0.204,0.169524425752184,4202222,7499550
896,1041008,Новогиреево,1052,791,2,259,0,0,0,0,0,0,0,0,12562,2773,580,6312,1632,6.54660867586528,8142.75,1643,0.2,0.166773113966737,4203933,7500545
897,1041009,Новогиреево,674,446,2,226,0,0,133,0,0,133,0,234,16566,1456,1610,5448,2651,8.62995120567167,6198.75,1731,0.428,0.3343106655317,4202170,7500402
898,1041010,Новогиреево,699,693,3,3,0,0,0,0,0,0,0,63,9162,1108,580,4572,1342,6.85319432734972,6036.75,918,0.222,0.19296164491894,4203088,7500710
899,1041011,Новогиреево,452,348,4,96,4,0,0,0,0,0,0,82,8001,1470,554,3204,1088,10,3307.5,1064,0.329,0.248884822143429,4205515,7500908
900,1041012,Новогиреево,767,389,19,359,0,0,0,0,0,0,0,177,10476,1825,498,5664,1442,6.3054079823464,5424.75,1191,0.266,0.217964705437781,4205678,7501598
901,1041013,Новогиреево,767,741,1,25,0,0,0,0,0,0,0,26,13204,1574,1145,4758,1938,6.05525831646878,7472.25,1176,0.259,0.22409157922123,4201314,7498922
902,1041014,Новогиреево,807,609,13,181,4,0,0,0,0,0,0,75,11285,2664,555,5292,1437,9.60234750064257,7269.75,1457,0.198,0.164666112814049,4204499,7501170
903,1041015,Новогиреево,982,782,16,184,0,0,301,150,0,151,0,52,13632,3140,715,6204,2050,6.5116709639157,4662,1758,0.44,0.319314641744548,4203279,7499767
904,1041101,Новокосино,142,81,11,50,0,0,0,0,0,0,0,199,7104,1615,574,2046,915,5.17770619235378,0,291,0,3.14432989690722,4212796,7499361
905,1041102,Новокосино,178,105,0,73,0,0,0,0,0,0,0,173,8856,2786,661,2106,1012,5.98605196016438,0,892,0,1.13452914798206,4212205,7499825
906,1041103,Новокосино,374,373,1,0,0,0,0,0,0,0,0,100,9240,808,931,2844,1405,6.44720200002608,4342.5,748,0.324,0.276004321775857,4211724,7498887
907,1041104,Новокосино,940,940,0,0,0,0,0,0,0,0,0,137,12335,916,826,6462,1903,6.15247170115594,6977.25,908,0.273,0.241336672901937,4209062,7498257
908,1041105,Новокосино,579,563,0,16,0,0,0,0,0,0,0,269,15888,1061,1623,5088,2471,6.53328454136369,7787.25,1585,0.317,0.263650670863453,4211163,7498449
909,1041106,Новокосино,1055,819,3,233,0,0,0,0,0,0,0,36,10507,1354,434,6546,1525,6.41432454224179,5996.25,1043,0.254,0.21664239798274,4210367,7498324
910,1041107,Новокосино,935,884,3,48,0,0,0,0,0,0,0,76,16057,2597,1232,6066,2243,6.79499649064542,7011,1446,0.32,0.265224074730992,4209754,7497118
911,1041108,Новокосино,1363,1217,8,138,0,0,0,0,0,0,0,0,11621,1488,326,8178,1689,5.96295069448004,5431.5,1065,0.311,0.259986146386516,4209966,7497825
912,1041109,Новокосино,606,566,0,40,0,0,0,0,0,0,0,164,14216,17760,0,4620,770,5.93665924386032,6198.75,1102,0.124,0.105468616238058,4208486,7497628
913,1041110,Новокосино,871,808,2,61,0,0,0,0,0,0,0,120,17352,19560,0,5946,991,5.82457895852008,4223.25,915,0.235,0.192867221330219,4208263,7498782
914,1041111,Новокосино,325,230,3,92,0,0,0,0,0,0,0,128,18335,18578,0,2718,453,4.94944650008916,2898,748,0.156,0.124245748765771,4208504,7496996
915,1041112,Новокосино,412,241,2,169,0,0,0,0,0,0,0,148,9879,1629,815,3360,1375,6.88945563027522,4455,1045,0.309,0.25,4211502,7499510
916,1041113,Новокосино,360,141,2,210,7,0,0,0,0,0,0,120,12106,2688,1090,2880,1570,9.87607170034702,3611.25,1287,0.435,0.320522635635176,4210734,7499333
917,1041114,Новокосино,937,554,6,376,0,1,0,0,0,0,0,153,23052,4208,2051,6540,3141,9.58000287368446,7020,2017,0.447,0.347571096602855,4209589,7499013
918,1041201,Перово,567,547,0,20,0,0,0,0,0,0,0,0,8019,2498,353,3402,920,5.95963228095976,0,402,0,2.28855721393035,4200436,7503165
919,1041202,Перово,640,399,10,231,0,0,0,0,0,0,0,96,12727,2970,890,4416,1626,4.1146705141406,1481,2332,1.098,0.426435877261998,4202768,7503158
920,1041203,Перово,615,591,9,15,0,0,70,0,0,70,0,10,6505,1590,194,3750,889,6.65923069783263,4196.25,590,0.212,0.185740402193784,4203789,7502077
921,1041204,Перово,769,566,1,202,0,0,0,0,0,0,0,184,17713,3956,1340,5718,2293,6.6584041058761,6214.5,1358,0.369,0.302806206668868,4200418,7499953
922,1041205,Перово,334,256,0,78,0,0,0,0,0,0,0,0,15827,2497,1888,2004,2222,7.93693747883366,67.5,2784,32.919,0.779238997019113,4195468,7500487
923,1041206,Перово,972,472,0,500,0,0,284,0,0,284,0,136,32732,57645,0,6648,1392,7.18637052343088,1313.25,7876,1.06,0.151481350491063,4198058,7500918
924,1041207,Перово,1606,768,11,827,0,0,100,0,0,100,0,181,29138,7843,1762,10722,3649,6.20402268122303,3550.952,5996,1.028,0.382216229850113,4199485,7501840
925,1041208,Перово,223,118,2,103,0,0,0,0,0,0,0,100,6612,2112,427,1938,750,6.18872649696,65.702,1692,11.415,0.426693489567629,4199378,7500507
926,1041209,Перово,114,22,0,92,0,0,0,0,0,0,0,0,14345,53665,0,684,114,4.51575166555157,0,1951,0,0.0584315735520246,4196587,7501035
927,1041210,Перово,767,705,8,54,0,0,26,0,0,26,0,88,11420,2279,668,5130,1549,7.12583543155052,5850,1029,0.265,0.225178078209042,4202191,7502186
928,1041211,Перово,800,797,3,0,0,0,0,0,0,0,0,6,9485,1645,501,4836,1307,6.67385603996039,3962.25,929,0.33,0.267211857909532,4201884,7503010
929,1041212,Перово,0,0,0,0,0,0,0,0,0,0,0,0,19269,55840,0,0,0,5.96594620912964,0,1972,0,0,4197473,7499176
930,1041213,Перово,922,912,0,10,0,0,80,0,0,80,0,14,19888,6788,1247,5616,2263,5.16961216001753,7839,1364,0.289,0.245898076714115,4198348,7499320
931,1041214,Перово,850,639,2,207,0,2,155,0,0,155,0,37,11872,1531,836,5322,1878,7.10187271683858,6790.5,1021,0.277,0.240414773090956,4202470,7501353
932,1041215,Перово,615,560,8,47,0,0,0,0,0,0,0,51,9943,1086,810,3996,1476,6.13240847477373,5091.75,822,0.29,0.249587824984147,4203122,7502177
933,1041216,Перово,310,237,0,73,0,0,0,0,0,0,0,155,11631,2356,1081,2790,1546,4.96834745506688,1633.5,1689,0.946,0.465312264860798,4200227,7500708
934,1041217,Перово,46,6,0,40,0,0,0,0,0,0,0,0,6674,4888,252,276,298,7.92255705602132,0,458,0,0.650655021834061,4199682,7497745
935,1041218,Перово,443,348,0,91,4,0,0,0,0,0,0,99,7804,2072,413,3252,955,9.40343563808466,4810.5,1090,0.199,0.161850690619439,4201367,7500031
936,1041219,Перово,542,524,0,18,0,0,0,0,0,0,0,34,16306,2108,1790,3456,2366,6.11236348877024,3582,1428,0.661,0.472255489021956,4200558,7498954
937,1041220,Перово,934,769,4,157,0,4,237,0,0,237,0,60,20437,6396,1346,5964,2577,6.51985859180311,9058.5,1711,0.284,0.239286874970983,4199227,7498781
938,1041221,Перово,948,878,1,69,0,0,0,0,0,0,0,184,18088,2534,1460,6792,2592,6.47913908421702,8860.5,1370,0.293,0.253360050828405,4199808,7499177
939,1041222,Перово,822,775,8,39,0,0,0,0,0,0,0,74,9222,1958,315,5376,1211,6.10035620490682,6243.75,878,0.194,0.170042475515147,4203325,7501457
940,1041223,Перово,1572,1332,12,228,0,0,108,0,0,108,0,0,22153,4773,1325,9432,3005,6.65644068718028,9927,1409,0.303,0.265084685956246,4200875,7502677
941,1041224,Перово,1012,967,3,42,0,0,0,0,0,0,0,32,20675,3915,1749,6264,2793,6.34738928871776,8500.5,1691,0.329,0.274051906000098,4201163,7501852
942,1041225,Перово,913,867,8,38,0,0,123,0,0,123,0,133,19839,2075,1915,6276,3084,9.17064617300055,8552.25,1696,0.361,0.300929426975337,4201447,7501015
943,1041301,Преображенское,531,484,0,47,0,0,0,0,0,0,0,75,37186,5069,4747,3636,5353,9.63506661540858,0,2211,0,2.42107643600181,4196363,7511166
944,1041302,Преображенское,471,321,0,147,3,0,300,0,0,300,0,72,22041,4856,2321,3258,3164,6.4771821354324,6473.25,2667,0.489,0.346161210032548,4192624,7510350
945,1041303,Преображенское,686,616,2,68,0,0,0,0,0,0,0,0,14964,2858,1332,4116,2018,6.66279221777203,5208.75,1039,0.387,0.322996278660318,4195067,7510230
946,1041304,Преображенское,960,485,0,475,0,0,427,0,0,427,0,0,19073,5054,1376,5760,2763,6.70274407550251,7034,2030,0.393,0.304832303618711,4193728,7510745
947,1041305,Преображенское,913,895,1,17,0,0,0,0,0,0,0,0,16960,1800,1614,5478,2527,5.5,8876.25,1262,0.285,0.249254062584766,4194573,7510985
948,1041306,Преображенское,772,213,0,548,11,0,0,0,0,0,0,34,12092,3363,649,4836,1455,9.88468762847353,4769.75,1497,0.305,0.232177763593569,4194082,7509956
949,1041307,Преображенское,524,430,0,94,0,0,0,0,0,0,0,0,17373,2370,1976,3144,2500,6.04261744171741,4284,1023,0.584,0.471075937441116,4195264,7511419
950,1041308,Преображенское,765,117,4,638,0,6,0,0,0,0,0,202,8477,2570,18,5802,985,5.18386009353565,698.272,3687,1.411,0.224615485652885,4192870,7507615
951,1041309,Преображенское,418,224,5,189,0,0,0,0,0,0,0,159,13403,3150,1132,3462,1709,9.52153671915827,891,2430,1.918,0.514604034929238,4193039,7509703
952,1041310,Преображенское,692,624,0,68,0,0,0,0,0,0,0,0,9701,2147,567,4152,1259,5.5,4839.75,1811,0.26,0.189301958425741,4195009,7508797
953,1041311,Преображенское,133,69,0,64,0,0,0,0,0,0,0,62,9358,2117,1012,1170,1207,6.35624991827763,0,2691,0,0.448532144184318,4192278,7507746
954,1041312,Преображенское,456,335,0,121,0,0,0,0,0,0,0,21,8441,2351,538,2862,1015,6.76288325328228,1217.25,1338,0.834,0.397221406907348,4193607,7507751
955,1041313,Преображенское,160,91,0,69,0,0,0,0,0,0,0,23,14567,2390,1846,1098,2029,4.78063235170034,0,2000,0,1.0145,4194317,7508414
956,1041314,Преображенское,721,403,0,318,0,0,0,0,0,0,0,0,8742,2677,290,4326,1011,6.60635885475664,4005,922,0.252,0.205195859549422,4194965,7509552
957,1041315,Преображенское,484,371,0,113,0,0,0,0,0,0,0,0,7875,1409,594,2904,1078,9.0156333287788,4149,1312,0.26,0.197399743636697,4194205,7509404
958,1041316,Преображенское,1230,919,0,311,0,0,0,0,0,0,0,0,22374,5805,1532,7380,2762,5.87167796670406,9839.25,2105,0.281,0.231240973690269,4196566,7509725
959,1041317,Преображенское,550,514,2,34,0,0,0,0,0,0,0,0,11150,2718,855,3300,1405,5.5,5915.25,901,0.238,0.206125068769485,4195618,7509506
960,1041318,Преображенское,834,225,3,606,0,0,0,0,0,0,0,158,15086,5207,654,5952,1646,9.31005368814893,4294.93,2525,0.383,0.241351450821343,4193149,7509032
961,1041319,Преображенское,1276,239,0,1037,0,0,0,0,0,0,0,139,14260,3759,335,8490,1750,6.01500814180266,2470.5,2312,0.708,0.3659174072138,4193174,7508429
962,1041401,Северное Измайлово,686,683,3,0,0,0,0,0,0,0,0,89,13924,2517,1126,4650,1901,6.01668828752493,5628.794,1246,0.338,0.276517376375205,4202414,7511212
963,1041402,Северное Измайлово,537,354,3,180,0,0,418,0,0,418,0,86,14450,4342,1062,3738,2103,9.95592391000278,4810.5,1609,0.437,0.327595607134512,4203369,7511594
964,1041403,Северное Измайлово,456,122,0,334,0,0,0,0,0,0,0,0,14851,11012,184,2736,640,2.47032668166549,0,1302,0,0.491551459293395,4207031,7511458
965,1041404,Северное Измайлово,442,401,1,40,0,0,0,0,0,0,0,32,14428,4535,1175,2844,1649,6.15228585333326,2227.5,1000,0.74,0.510921766072812,4199062,7511033
966,1041405,Северное Измайлово,651,619,0,32,0,0,0,0,0,0,0,0,10476,2928,607,3906,1258,4.83883452490047,6322.5,587,0.199,0.182068167016427,4199987,7511244
967,1041406,Северное Измайлово,654,646,5,3,0,0,0,0,0,0,0,18,12696,3218,908,4032,1580,5.17363780017154,4675.5,972,0.338,0.279769809650288,4200559,7511325
968,1041407,Северное Измайлово,643,560,0,83,0,0,287,0,0,287,0,18,14440,5092,897,3966,1845,8.52657117780858,6635.25,1343,0.278,0.231253721054116,4202413,7511930
969,1041408,Северное Измайлово,1077,1077,0,0,0,0,120,0,0,120,0,0,16615,2491,1277,6462,2474,4.70311213839361,10102.5,1548,0.245,0.212351401227415,4205874,7511354
970,1041409,Северное Измайлово,1085,1063,0,22,0,0,109,0,0,109,0,0,19240,4059,1445,6510,2639,4.91947890389,10071,1729,0.262,0.22364406779661,4205790,7512238
971,1041410,Северное Измайлово,483,368,0,115,0,0,0,0,0,0,0,0,17017,14009,18,2898,501,2.44213084620435,0,2389,0,0.209711176224362,4207119,7512494
972,1041411,Северное Измайлово,1328,1181,0,147,0,0,0,0,0,0,0,0,17873,6314,598,7968,1926,5.96888049487926,10523.25,1859,0.183,0.155545236124291,4204438,7511980
973,1041412,Северное Измайлово,964,815,3,146,0,0,0,0,0,0,0,0,14290,2907,933,5784,1897,5.34889377260406,10415.25,1469,0.182,0.15962303048152,4204482,7511226
974,1041413,Северное Измайлово,1699,1534,0,165,0,0,35,0,0,35,0,21,24802,6157,1388,10320,3143,6.68904751513894,9510.75,2103,0.33,0.270627488967818,4201292,7511561
975,1041501,Соколиная Гора,1041,328,3,710,0,0,0,0,0,0,0,0,17547,3997,1217,6246,2258,8.6400733325557,528.75,4231,4.27,0.474394663585272,4194684,7501853
976,1041502,Соколиная Гора,94,46,2,46,0,0,0,0,0,0,0,48,9004,2432,953,852,1095,8.67956215939115,0,1421,0,0.770584095707248,4196463,7504603
977,1041503,Соколиная Гора,1426,1130,1,292,3,0,88,0,0,88,0,79,16562,2184,891,9030,2484,7.04597416486016,8077.5,1980,0.308,0.246979865771812,4195830,7503850
978,1041504,Соколиная Гора,290,69,4,217,0,0,0,0,0,0,0,72,21158,58291,0,2172,362,8.95681369291092,0,1998,0,0.181181181181181,4197482,7502935
979,1041505,Соколиная Гора,1028,493,1,524,10,0,0,0,0,0,0,171,17794,5837,794,7194,1993,9.58628571606426,2128.5,5200,0.936,0.271951968342771,4194769,7507370
980,1041506,Соколиная Гора,911,866,3,42,0,0,40,0,0,40,0,0,11891,2009,736,5466,1687,9.27198216123356,4891.5,823,0.345,0.295213929477645,4196690,7503845
981,1041507,Соколиная Гора,1756,1305,15,436,0,0,0,0,0,0,0,104,26209,6391,1443,11160,3303,9.33934174912867,9121.544,4960,0.362,0.234562346288163,4196151,7508329
982,1041508,Соколиная Гора,982,646,12,324,0,0,140,0,0,140,0,159,12135,4151,190,6846,1471,8.31289694881171,3100.5,4059,0.474,0.205461275228717,4193663,7506968
983,1041509,Соколиная Гора,545,293,8,244,0,0,100,100,0,0,0,167,10106,3109,454,4272,1266,10,630,3315,2.01,0.320912547528517,4192671,7506853
984,1041510,Соколиная Гора,349,239,0,110,0,0,0,0,0,0,0,0,9299,4467,456,2094,805,6.23562411148137,0,5055,0,0.159248269040554,4194427,7504744
985,1041511,Соколиная Гора,758,257,0,500,0,1,0,0,0,0,0,41,14425,4113,920,4794,1719,6.91696847305964,1020.408,4531,1.685,0.309651173179849,4193616,7506133
986,1041512,Соколиная Гора,1023,968,0,55,0,0,0,0,0,0,0,99,16623,2620,1212,6732,2334,6.88799586967346,6979.5,3263,0.334,0.22787405418599,4194856,7506498
987,1041513,Соколиная Гора,1001,553,8,438,0,2,80,0,0,80,0,131,15195,5719,447,6792,1659,6.08332611178118,5158.93,3167,0.322,0.199257019936512,4196142,7507288
988,1041514,Соколиная Гора,738,678,2,58,0,0,0,0,0,0,0,49,12363,2962,780,4722,1567,5.6746139879881,5017.5,1842,0.312,0.228442306290546,4196090,7506650
989,1041515,Соколиная Гора,965,811,0,154,0,0,80,0,0,80,0,50,17600,1355,1692,6090,2787,6.81234200918777,7312.75,1852,0.381,0.304099948170981,4196603,7502814
990,1041516,Соколиная Гора,351,326,0,25,0,0,0,0,0,0,0,46,6278,4143,0,2382,397,10,0,976,0,0.406762295081967,4196821,7502010
991,1041517,Соколиная Гора,1655,1244,3,408,0,0,0,0,0,0,0,62,27307,4756,2042,10302,3759,5.60353491930573,7984.75,4270,0.471,0.306738203553724,4195493,7502657
992,1041518,Соколиная Гора,822,438,5,379,0,0,69,0,0,69,0,222,16521,7094,527,6264,1640,6.39205579097187,7362.794,3802,0.223,0.14689030536524,4196388,7505814
993,1041519,Соколиная Гора,1824,1319,2,503,0,0,100,0,0,100,0,187,23233,5402,961,12066,3072,6.37309333644096,11499.044,4503,0.267,0.191975475133052,4195273,7505416
994,1041601,Сокольники,311,149,3,159,0,0,170,0,0,170,0,157,11850,2627,1069,2808,1707,5.89133768144101,3798.772,3471,0.449,0.234807914195934,4191352,7507151
995,1041602,Сокольники,761,536,0,225,0,0,0,0,0,0,0,0,39700,6298,4806,4566,5567,2.09608162415535,0,2800,0,1.98821428571429,4191149,7511501
996,1041603,Сокольники,795,292,7,496,0,0,100,0,0,100,0,227,22770,6314,1721,6132,2843,6.77963024162561,5467.25,3287,0.52,0.324756546820116,4187343,7508425
997,1041604,Сокольники,1209,901,5,301,0,2,150,0,0,150,0,121,27581,4791,2468,7980,3948,6.32118942224922,5403.022,3231,0.731,0.457260822360656,4191570,7509783
998,1041605,Сокольники,1378,1065,4,309,0,0,80,30,0,50,0,169,27736,4380,2346,9282,3973,6.84318038196973,7602.75,2382,0.523,0.39790680788202,4190494,7509188
999,1041606,Сокольники,905,417,4,481,2,1,0,0,0,0,0,275,19257,3715,1410,7080,2590,10,6313.05,2318,0.41,0.3000793646196,4189489,7508264
1000,1041607,Сокольники,1015,614,10,386,5,0,0,0,0,0,0,85,149734,11650,21914,6600,23014,4.97892947982569,0,3073,0,7.48909860071591,4188888,7511369
